-0.338110,0.920799,-0.420255,-0.144172,-0.216440,-0.033567,-1.000000
0.318397,-0.420698,1.138364,-0.144172,-0.216440,0.128685,1.000000
0.464288,-1.471858,1.528019,-0.144172,-0.216440,-0.033567,-1.000000
-1.140508,-0.087334,1.138364,-0.144172,-0.216440,-0.682575,-1.000000
1.923194,-0.416422,-1.589219,-0.144172,-0.216440,-0.033567,-1.000000
0.829014,-0.189744,1.138364,-0.144172,-0.216440,-0.033567,-1.000000
-1.505235,2.155847,-0.030600,-0.144172,-0.216440,-0.033567,-1.000000
0.026616,-0.095129,-1.589219,-0.144172,-0.216440,-0.033567,-1.000000
1.704358,-1.146535,-0.420255,-0.144172,-0.216440,-0.033567,-1.000000
-0.484001,0.015426,2.307329,-0.144172,-0.216440,2.968095,-1.000000
-0.921672,2.593537,-1.978874,-0.144172,-0.216440,0.372063,-1.000000
-0.702837,-0.222172,-0.420255,-0.144172,-0.216440,0.777693,-1.000000
-1.578180,0.038501,-1.199565,-0.144172,-0.216440,-1.656087,-1.000000
-0.192220,-1.434296,1.528019,-0.144172,-0.216440,2.400213,-1.000000
-0.994618,3.021204,-0.420255,-0.144172,-0.216440,3.049221,-1.000000
-0.265165,-0.729108,-0.420255,-0.144172,-0.216440,-0.439197,-1.000000
-1.140508,0.294862,-0.030600,-0.144172,-0.216440,-0.439197,-1.000000
-0.994618,-0.391205,-0.030600,-0.144172,-0.216440,-0.439197,-1.000000
-0.338110,1.368428,-0.420255,-0.144172,-0.216440,1.994583,-1.000000
1.631412,0.498333,-2.758184,-0.144172,-0.216440,-0.276945,-1.000000
0.318397,3.688697,-3.147839,-0.144172,-0.216440,-1.007079,-1.000000
0.172507,-1.509949,-0.420255,-0.144172,-0.216440,0.939945,1.000000
0.026616,-1.039718,-0.030600,-0.144172,-0.216440,-0.439197,1.000000
2.069084,1.963834,-0.030600,-0.144172,3.628906,-0.033567,-1.000000
-0.338110,0.668290,-0.420255,-0.144172,-0.216440,1.183323,1.000000
2.360865,-0.301120,1.138364,-0.144172,-0.216440,-1.656087,-1.000000
-0.046329,0.065333,1.138364,-0.144172,-0.216440,1.183323,-1.000000
0.829014,-0.060030,1.138364,-0.144172,-0.216440,-0.033567,1.000000
1.339631,-0.478080,-0.420255,-0.144172,-0.216440,-0.033567,-1.000000
1.850248,0.214829,1.138364,-0.144172,-0.216440,-0.033567,-1.000000
0.829014,-0.526515,-0.420255,-0.144172,-0.216440,-0.439197,-1.000000
-0.921672,1.395146,1.138364,-0.144172,-0.216440,-0.033567,1.000000
1.412577,-0.890203,1.528019,-0.144172,-0.216440,-0.033567,-1.000000
-0.556946,-0.264124,-0.030600,-0.144172,4.908190,1.345575,-1.000000
-0.265165,-0.026582,1.528019,-0.144172,-0.216440,-0.033567,1.000000
-1.286399,0.216226,-1.589219,-0.144172,-0.216440,-0.114693,-1.000000
0.610178,-0.519833,-0.420255,-0.144172,-0.216440,-0.033567,-1.000000
1.266686,-0.110589,-0.030600,0.440875,-0.216440,1.588953,-1.000000
0.537233,0.172868,-0.420255,-0.144172,-0.216440,-0.033567,-1.000000
0.974905,-0.105275,1.528019,-0.144172,-0.216440,0.372063,1.000000
-1.140508,-0.310917,-1.978874,-0.144172,-0.216440,-0.358071,-1.000000
0.974905,-0.334181,-0.420255,-0.144172,-0.216440,0.615441,1.000000
0.391343,0.054130,-0.420255,-0.144172,-0.216440,2.400213,-1.000000
