Sepal.Length,Sepal.Width,Petal.Length,Petal.Width
4.6245663237001295,3.426053486719108,0.9286683816843899,0.07445531214743983
5.2515679064744045,3.6829275907112176,1.8167219320889236,0.49807561210946816
3.807358547977953,2.13775174651683,0.9582950404217185,-0.14748296596796173
4.659515052896559,2.6233858289371517,1.995287607506445,0.38098365384817123
5.068801398927571,3.1912191794023523,2.0768016989297866,0.5189388835744753
5.479602418729972,3.842655465981517,2.0571508174011885,0.6291812934984458
4.525755617193903,2.9881274873856456,1.2835229531799484,0.14532801692590813
4.9732148543423875,3.3202659722902963,1.732005290363566,0.39610894239415306
4.182363491221748,3.1980715629599326,0.3606405562855697,-0.20809713291752807
4.27682638870545,2.4750133133511625,1.4427965923677215,0.11951591075963042
5.535083228595102,4.626984730792091,1.1875653453611479,0.40292955707787703
4.875522673272725,3.2340034262867667,1.651205453255336,0.34611764215293284
5.209999939872819,3.773683199915485,1.6236579102176862,0.4326658123218371
4.551533065730009,2.9990045411865793,1.3196389537978783,0.16263444232476298
4.779312295784109,3.789534094916537,0.7742492637026914,0.07508957024708507
5.48888084165222,4.266543047209782,1.547298998311414,0.4899773352021477
5.2973207671131,3.972251721508862,1.5446612666922732,0.4352878179472217
5.118584226711955,3.654543202763506,1.5958803508823478,0.39919073847987585
5.542220185641408,4.123931217800977,1.8275985948038591,0.5829676549776804
5.869574178066741,4.6367699481541695,1.8197450001902238,0.672987398421312
4.986878428041333,3.1268102658025314,1.9991725653941508,0.4742711664458942
5.209434744468823,3.666964708660961,1.7554300402227916,0.4691595730739323
4.567494272636546,2.8579314941502836,1.5260177363500422,0.2245352621714225
4.952646524647767,3.2402994176049598,1.7919382106934751,0.40698614492477925
4.051609084840608,2.5502656135748554,0.9152523769411398,-0.09065856370491732
5.104735347893937,3.6783182621436366,1.5396027840001656,0.37963615489169666
4.7304428812097195,2.8077875598507185,1.9023487379425745,0.37511023372171004
4.9971603194812,3.7126063428093348,1.289683210696698,0.2798198536995218
5.860835347324977,4.505764942585108,1.966007365067913,0.7112094479822394
4.875945901442249,2.200761489279384,2.938372099062914,0.7042675155611883
4.595129002508145,3.513293691620927,0.7633493424468893,0.02017967430370038
4.8178785922821525,3.637668881228051,1.037610276458901,0.1592072991970579
5.526469659827984,4.4455387385254905,1.396866340480957,0.45872134130407205
5.375394713025134,4.043665121138235,1.6061553064299972,0.47438335608756843
3.9176172441782637,2.3316075911199143,0.9293529323848806,-0.124477285453235
4.927314148503447,3.493345696216239,1.428103953853348,0.2986489082176993
5.039418518954459,3.341656593462933,1.832909142449011,0.44282303488608676
5.509703374538896,4.18232405645057,1.69226123692457,0.5361641589968063
4.5957949068819905,3.240022731498555,1.1048452605393098,0.11535572216521905
5.286831716732273,4.443483933035729,0.9377870055215207,0.26352885989893593
5.136028436127866,3.4360552295812647,1.9014949534528245,0.4891121176730322
4.5540688999907255,3.2055784587387044,1.0673464182351924,0.09317249859413224
4.1531785140057,2.5786253163808714,1.0756084136613029,-0.017446295141744006
5.562984316086426,4.190508899131081,1.7847115596624819,0.5768869853718284
5.5522926314108245,4.159287803874354,1.8029843544067357,0.5789581616090638
4.740905955417098,3.091404278691242,1.569411515669564,0.28544946892477074
5.192994348991707,4.05371765806863,1.2422649638297596,0.32178992060969414
5.4383264808108525,3.9377118997807177,1.8592949768494296,0.5625208840945889
5.624831997508942,4.725804169139602,1.2374301204164162,0.4420787599565671
5.199951329676177,3.9735204461976315,1.3555096835882137,0.3552489422680839
6.142242579519349,2.885807773587219,4.524901045387371,1.5022388323909104
6.1769835660784596,2.9383113445730236,4.526460757884387,1.5124580023943222
6.09263850027932,3.1802698636570117,4.062748597015404,1.3597174927934257
5.495770017920369,2.2454860931180507,4.076717977296287,1.195486006723296
6.063742490845609,2.9759963487421173,4.261397081341925,1.4068333783280407
6.020028024806262,2.9680961492503823,4.1870212045362685,1.373832576953205
6.540835247526928,3.390740051543723,4.664124594095532,1.653234145808285
4.929267628647333,2.5387567472729353,2.6202981547591597,0.6308128266559353
6.20563073133467,3.46572546894186,3.9250337480496045,1.3532375325854409
5.733059204199112,2.638053636171422,4.0450974983420185,1.253526765569318
4.543336510594155,1.14775210681045,3.608595948624226,0.7970085031831919
6.001256253376752,2.6359700924787703,4.5643450769624065,1.4734993984488007
5.589469583754501,2.854021491338907,3.4996143827370494,1.0613541967285094
5.59385350837395,2.2998353543600034,4.19800259360424,1.2568485320748184
5.7533416312945995,3.2177220393349493,3.3625018794667385,1.069372859032634
6.39521206546039,3.655412653352307,4.054088268325188,1.4425330539562515
5.7509977015490055,2.2641240067585846,4.54518391108982,1.3976804975511066
5.239658137861689,1.9949091512126096,3.895304993843236,1.072887420130932
6.244517326167707,3.0656754272163713,4.49799351709864,1.5235616382197301
5.531208624438779,2.328874378784713,4.041171154414133,1.1955803375309237
6.49663671202085,3.6614870446489305,4.241909857187672,1.5233441979001272
5.566793642887447,2.392035975242135,4.031087924280837,1.2027987099188238
6.957617319223168,3.518465341758075,5.307998100951746,1.949723231620587
